state,gender,age,education,eher mehr,eher weniger,kein großer Unterschied,cohesion_c,n,incidence_rate,case_fatality_ratio,sub_national_hdi,health_index,income_index,educational_index
Mecklenburg-Vorpommern,male,5,5,1,0,0,1,1,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,6,2,1,2,0,1,3,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,6,4,1,0,0,1,1,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,6,5,3,0,1,3,4,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,7,2,0,0,2,0,2,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,7,4,0,0,1,0,1,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,7,5,0,0,2,0,2,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,8,2,0,0,1,0,1,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,8,5,0,0,1,0,1,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Niedersachsen,female,1,-1,0,0,1,0,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,1,2,0,1,0,0,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,2,1,1,1,1,3,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,4,1,2,1,1,4,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,3,-1,1,0,1,1,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,3,2,2,0,1,2,3,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,3,4,0,0,2,0,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,3,5,1,0,1,1,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,2,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,4,1,0,1,1,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,5,1,1,3,1,5,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,2,1,1,2,1,4,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,5,2,0,3,2,5,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,6,2,5,2,1,5,8,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,6,4,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,6,5,1,1,1,1,3,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,7,2,3,2,3,3,8,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,7,5,0,2,0,0,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,8,2,1,0,2,1,3,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,8,5,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,1,-1,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,1,2,0,0,1,0,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,2,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,4,1,0,1,1,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,5,0,0,1,0,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,3,2,3,1,4,3,8,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,3,4,0,0,1,0,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,3,5,0,2,2,0,4,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,2,1,2,2,1,5,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,5,2,0,3,2,5,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,2,2,0,4,2,6,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,4,2,2,3,2,7,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,5,3,1,3,3,7,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,6,2,1,2,1,1,4,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,6,5,3,2,9,3,14,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,7,2,1,0,0,1,1,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,7,5,2,0,1,2,3,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,8,2,1,0,1,1,2,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Nordrhein-Westfalen,female,1,2,1,0,0,1,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,1,4,0,0,3,0,3,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,2,0,1,0,0,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,4,2,1,1,2,4,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,5,0,2,2,0,4,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,3,2,0,1,1,0,2,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,3,4,3,1,2,3,6,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,3,5,4,1,2,4,7,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,2,1,0,1,1,2,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,4,1,1,4,1,6,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,5,2,3,2,2,7,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,2,5,2,5,5,12,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,4,2,2,3,2,7,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,5,5,1,6,5,12,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,6,-1,0,0,1,0,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,6,0,0,0,1,0,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,6,2,10,3,4,10,17,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,6,4,1,1,1,1,3,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,6,5,5,2,2,5,9,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,7,-1,1,0,0,1,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,7,2,10,0,3,10,13,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,7,4,1,0,2,1,3,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,7,5,2,0,3,2,5,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,8,2,5,1,2,5,8,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,8,4,1,0,0,1,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,8,5,1,0,1,1,2,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,1,4,1,0,1,1,2,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,2,3,0,2,3,5,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,4,4,1,0,4,5,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,5,2,0,2,2,4,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,3,2,4,1,3,4,8,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,3,4,0,1,0,0,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,3,5,2,3,8,2,13,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,2,1,1,4,1,6,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,4,1,1,1,1,3,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,5,4,2,6,4,12,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,2,9,3,7,9,19,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,4,3,0,1,3,4,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,5,2,5,3,2,10,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,6,2,8,4,9,8,21,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,6,4,5,2,4,5,11,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,6,5,6,0,5,6,11,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,7,2,3,4,8,3,15,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,7,4,0,0,1,0,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,7,5,3,3,4,3,10,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,8,2,1,1,2,1,4,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,8,4,1,0,0,1,1,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,8,5,2,0,3,2,5,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Rheinland-Pfalz,female,1,-1,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,2,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,4,0,1,0,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,3,2,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,3,4,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,3,5,0,1,1,0,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,2,0,1,1,0,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,4,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,5,1,0,2,1,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,2,4,0,3,4,7,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,4,2,0,1,2,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,5,2,0,1,2,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,6,2,3,0,0,3,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,6,5,0,1,3,0,4,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,7,2,1,0,2,1,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,8,2,1,0,0,1,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,4,1,0,1,1,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,5,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,3,2,2,0,0,2,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,3,5,2,0,5,2,7,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,4,2,1,1,1,1,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,4,4,1,0,0,1,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,4,5,0,1,1,0,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,5,2,1,1,5,1,7,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,5,4,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,5,5,3,0,0,3,3,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,6,2,0,0,1,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,6,5,0,1,1,0,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,7,2,1,0,1,1,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,7,5,0,1,0,0,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,8,2,1,0,0,1,1,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,8,5,0,1,1,0,2,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Saarland,female,2,5,1,1,0,1,2,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,3,2,1,0,0,1,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,4,5,2,0,0,2,2,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,5,2,1,0,0,1,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,6,2,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,6,4,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,7,-1,0,1,0,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,7,2,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,7,4,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,female,8,4,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,3,5,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,4,2,0,1,0,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,4,4,1,0,0,1,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,4,5,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,5,4,1,0,0,1,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,6,4,1,0,1,1,2,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,6,5,0,1,0,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,7,2,2,0,0,2,2,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Saarland,male,7,5,0,0,1,0,1,280.46186354692384,6.155507559395248,0.931,0.928,0.917,0.948
Sachsen,female,1,2,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,1,4,1,0,0,1,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,2,2,1,0,0,1,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,2,4,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,2,5,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,3,2,1,0,1,1,2,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,3,5,3,1,3,3,7,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,4,2,0,0,3,0,3,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,4,5,0,2,6,0,8,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,5,0,1,0,0,1,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,5,2,3,6,5,3,14,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,5,5,2,4,2,2,8,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,6,2,8,4,10,8,22,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,6,4,0,0,2,0,2,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,6,5,4,4,2,4,10,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,7,2,4,6,8,4,18,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,7,4,0,1,1,0,2,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,7,5,2,0,2,2,4,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,8,2,1,4,5,1,10,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,female,8,5,2,1,2,2,5,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,2,2,1,0,0,1,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,2,5,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,3,2,0,3,2,0,5,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,3,4,0,1,1,0,2,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,3,5,2,0,2,2,4,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,4,2,2,0,4,2,6,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,4,4,1,3,0,1,4,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,4,5,1,1,3,1,5,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,5,2,3,1,6,3,10,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,5,4,0,1,2,0,3,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,5,5,2,1,7,2,10,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,6,2,5,3,11,5,19,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,6,5,0,2,10,0,12,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,7,-1,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,7,2,3,0,1,3,4,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,7,4,0,0,1,0,1,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,7,5,0,3,8,0,11,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,8,2,2,0,4,2,6,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen,male,8,5,1,0,6,1,7,133.13104150456468,4.070731258058574,0.93,0.942,0.887,0.963
Sachsen-Anhalt,female,1,4,0,0,1,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,2,2,0,1,0,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,3,2,2,0,0,2,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,3,4,0,1,1,0,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,3,5,1,0,1,1,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,4,2,0,1,0,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,4,5,0,1,1,0,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,5,2,2,0,1,2,3,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,5,5,2,2,5,2,9,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,6,0,1,0,0,1,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,6,2,5,1,6,5,12,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,6,4,1,0,0,1,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,6,5,0,2,1,0,3,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,7,2,2,1,3,2,6,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,7,5,1,0,2,1,3,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,8,2,2,0,3,2,5,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,female,8,5,4,0,1,4,5,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,1,4,0,0,1,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,2,4,0,0,1,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,3,2,0,0,1,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,3,4,0,1,0,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,3,5,1,0,1,1,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,4,2,1,0,3,1,4,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,4,5,0,0,1,0,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,5,2,2,0,5,2,7,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,5,5,2,0,3,2,5,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,6,2,3,3,2,3,8,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,6,5,1,0,4,1,5,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,7,5,0,0,2,0,2,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,8,2,1,0,2,1,3,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Sachsen-Anhalt,male,8,5,1,0,0,1,1,84.09103567823699,3.12331717824448,0.908,0.922,0.873,0.93
Schleswig-Holstein,female,3,5,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,4,2,0,1,2,0,3,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,4,4,1,0,0,1,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,4,5,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,5,5,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,6,2,2,1,2,2,5,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,6,4,0,1,2,0,3,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,6,5,1,0,0,1,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,7,2,2,0,3,2,5,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,7,4,1,0,0,1,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,female,8,2,0,0,1,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,1,2,0,1,0,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,2,5,0,1,0,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,3,2,0,0,1,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,3,4,1,0,0,1,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,4,2,0,1,1,0,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,4,4,0,0,1,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,4,5,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,5,2,1,2,2,1,5,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,5,5,3,2,1,3,6,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,6,2,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,6,5,2,0,3,2,5,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
